1.547026	4.455074	547055.765300	6508822.917199
5.967110	7.347232	565793.882500	6520748.479899
12.588052	13.614726	596422.628500	6551500.936399
23.364674	18.051450	641303.174800	6570444.027299
4.340075	17.167024	555211.848000	6565458.840099
3.079046	18.621957	549780.292100	6570997.638199
0.876833	18.811431	537981.155300	6573609.600699
1.564045	17.279890	540633.552700	6565582.684499
1.871934	17.861744	542760.771100	6569214.994599
1.642995	15.671551	542897.141700	6559709.275099
1.732850	15.243996	543764.056300	6558204.675799
3.413201	15.666133	551250.178100	6559357.466599
3.041925	15.792104	548943.172900	6560080.166999
2.931445	15.719793	546561.735900	6559430.894899
3.798692	16.325208	552987.297300	6563184.154799
1.847593	14.686959	544806.731500	6555196.309599
3.787165	14.871969	553168.816500	6555846.578999
3.099528	14.342445	549542.444800	6553877.907499
2.464537	14.094369	547122.299100	6551764.657299
0.830817	14.542694	539149.639400	6553122.378999
2.541795	13.639380	547622.387900	6549782.270899
1.216988	12.362944	542599.073700	6543112.200799
1.477335	12.142668	543923.209300	6542978.681899
2.735043	13.093047	548710.133100	6547857.490999
3.104009	12.676979	551409.250100	6546144.909399
3.117867	13.871111	551432.614200	6551659.909099
4.447843	13.148279	557560.469500	6547834.360799
4.784840	13.539949	558103.662500	6549589.011099
3.724236	14.490986	554229.396200	6554232.771599
4.355924	12.535885	555902.947000	6545600.884399
3.944593	11.865384	554332.966000	6542502.082199
3.467980	12.059104	552957.547500	6543039.034399
1.867178	11.723366	545756.878900	6541196.258999
2.893263	10.754938	550185.843600	6537115.991799
1.320030	9.811343	543646.020400	6533128.722899
0.954694	10.592862	542015.506600	6537026.287799
3.251989	10.316791	553442.883300	6534547.141499
2.627421	9.763530	550305.899100	6531847.378899
3.237656	9.236463	553696.301800	6530138.845799
2.026037	8.861466	546783.014800	6528358.346999
1.155813	8.356179	543109.812400	6526544.662899
1.834395	7.527544	546052.847200	6522789.043699
3.733998	7.767076	555186.342200	6523277.044799
1.109937	9.411536	542166.115300	6530489.376499
1.378470	3.960032	545071.703400	6505496.948899
0.975713	3.295152	543936.245900	6504006.258999
1.934428	2.753231	548528.088900	6499363.867299
5.083970	2.763217	561623.261600	6501745.304299
7.748504	7.511069	573059.445700	6518679.480899
5.836522	9.288734	563178.356100	6529937.426699
7.623066	8.742195	576916.327400	6528967.236199
6.945654	10.595503	570231.189100	6538173.711499
5.478894	11.320898	562172.818400	6539497.757299
5.827006	12.542467	564111.945300	6545567.948899
7.354885	14.181333	571074.367400	6551561.496899
6.422211	14.179667	566925.560500	6552316.769799
7.147050	13.631495	570998.732000	6549790.618099
6.636945	13.616399	569257.961100	6548466.916899
8.767659	12.072902	580157.604800	6545303.851499
9.273607	9.742402	583729.950200	6528574.969099
